建设工程承包单位在向建设单位提交工程竣工验收报告时，应当向建设单位出具质量保修书,0
四、飞翔公司已经收到工程结算，未提出异议应视同认可，飞翔公司应支付拖欠的工程款,0
原、被告在2008年4月8日就先行签订了二标段的《建设工程施工承包补充协议书》，此后才开始二标段的招投标程序，并于2008年7月4日向原告发送二标段的中标通知书，2008年7月20日才签订用于备案的二标段《建设工程施工合同》,0
3、被告是否按合同约定支付工程价款，原告的诉讼请求是否应当得到法庭的支持,0
因此，应当依据当事人确认的工程造价审核定案表等文件认定应付工程款为350945117.71元,0
本院认为，对于案涉工程造价问题，鉴定机构,0
关于原告诉请就28860744元工程款，对诉争工程进行折价或者拍卖并以所得价款优先受偿的问题，依照《中华人民共和国合同法》第二百八十六条，发包人未按照约定支付价款的，承包人可以催告发包人在合理期限内支付价款,0
"一、被告大庆建筑安装集团有限责任公司苏州分公司于本判决生效后十日内支付原告邬毅工程款人民币860,616.27元",0
680000,0
因此，对于泰诚公司在本案中再次主张2015年10月1日至2016年3月31日期间停工损失不予支持,0
17栋第13层,0
待工程主体封顶后7日内返还,0
"1、繁宝公司支付延期交房违约金60万元(根据上海市建设工程施工投标标书情况汇总表第4条，按工程总造价7,009,179元的每日万分之二计算，自2012年4月8日起算至钱国木业公司使用车间二及门卫室的时间即2013年7月18日止)",0
6、该工程全部竣工验收后7个工作日内，甲方支付30万元工程款给乙方,0
关于第一份机打建设工程施工合同约定的竣工日期应视为双方已进行了调整，原、被告对第一份机打建设工程施工合同的其它内容无异议，根据证据自认规则，本院予以确认,0
3#、4#、5#楼工程质量竣工验收结论均为合格,0
关于二期用地清理费10万元的问题，富成公司与建工五建公司签订的合同专用条款9.1约定承包人交工前做到工完场清，双方并未约定承包方将施工废料清离施工现场后再运至弃置地点,0
7、一车间西侧北大门水泥坡道及门卫室与二车间之间水泥坡道(或可移动钢板)，供铲车通行使用,0
第五，关于被告提出的工程质量等问题构成拒付工程款的理由是否成立的问题,1
3、不包括地面上面道路与场地水泥地面,0
本案中原、被告双方签订的建设工程施工合同无效，并且原告承建的涉案工程主体经鉴定存在“厂房跨度与钢柱长细比不成正比，钢架柱、梁抗压、抗弯承载力未达到设计要求”等严重质量问题，因此，原告请求按照合同的约定支付承建期间的工程进度款200万元，没有事实和法律依据，本院不予支持,1
宣读这份询问笔录（略）,0
"95,181,105.52元",0
北京安泰信达消防工程有限公司鸡西分公司分六次收到鸡西市第一中学校支付的210万元工程款,0
崔国茂2015.1.14,0
2.国神华公司应否向南通二建公司返还履约保证金，并支付相应利息及违约金,0
申请支付金额（按85%）,0
具体时间以合同为准,0
"故原告支付的各项税费不能纳入工程款范围，本案工程款总价应认定为7,185,558.61元",0
证据19，原告对证据的真实性、合法性、关联性无异议，本院认为具有证明效力,0
第07-08-006号《道路钢筋工程签证及计量报审表》中道路面积比现场面积大是因为主厂房道路工程先后经过两次施工,0
按照《建设工程施工合同补充协议》的约定，石门城建房产公司可以暂扣工程总价款的5%即925511.65元（18510233元×5%）作为质量保修金，待规定保修期满一年后再一次性予以支付，因此，石门城建房产公司现在应向邓文年支付的工程价款为17584721.35元（18510233元-925511.65元），加上石门城建房产公司认可的应向邓文年支付的地下室施工损失补偿20000元，并扣除石门城建房产公司已向邓文年支付的工程款14231580元，石门城建房产公司还应向邓文年支付工程款3373141.35元（17584721.35元＋20000元-14231580元）,0
虽然讼争工程尚未竣工验收，但被告第二幼儿园已实际占有并使用讼争工程，按照最高人民法院《关于审理建设工程施工合同纠纷案件适用法律问题的解释》第十三条“建设工程未经竣工验收，发包人擅自使用后，又以使用部分质量不符合约定为由主张权利的，不予支持”的规定，应认定被告已经以自己的行为认可了建设工程质量合格，或自愿承担质量瑕疵,1
经审核，代付款的《工程签证单》均有道隧公司和五台工业园管委会的盖章确认,0
2014年7月3日《建设工程施工承包合同》的合同相对方系瑞信公司与吉运公司，加之，瑞信公司及吉运公司不认可挂靠关系，故本院认定瑞信公司将涉案工程发包给了吉运公司，吉运公司在取得陆坊小镇工程后，将部分工程分包给了原告，因原告不具备相关建设工程施工资质，故吉运公司与原告之间系违法分包关系,0
前款所列行为影响中标结果的，中标无效”的规定，同时也违反了关于承包人不得再次将承包工程全部转包以及承包人必须具备相应建筑资质的规定,0
20110512,0
被告欠付原告工程款1284781.83元,0
&quot;当事人应当按照约定全面履行自己的义务,0
工程停工后，省建三公司并未将工程移交给鑫红光公司，故省建三公司主张停工期间的电费应由鑫红光公司承担缺乏事实依据，本院不予支持,0
（二）建设工程没有交付的，为提交竣工结算文件之日,0
查明，2014年6月9日因未办理施工许可证，丽景家园住宅小区项目施工单位鼎晟公司被罚款35000元（7栋楼，每栋5000元）,0
7-10，面积46.53㎡,0
”《中华人民共和国建筑法》第八十三条第三款规定“抢险救灾及其他临时性房屋建筑和农民自建底层住宅的建筑活动，不适用本法,0
五、关于本案双方请求的最后评判,0
合同价款577.96万元,0
为了确保工程质量和工期，应被告要求原告提供了履约保证金,0
以13181498.85元为基数，按月利率2%，自2018年11月19日起至付清日止,0
20111225,0
（一）修复后的建设工程经竣工验收合格，发包人请求承包人承担修复费用的，应予支持,0
这属于典型的通谋虚伪行为,0
原告还提出由被告秦治显对全部债务承担连带清偿责任，因被告秦治显已经在2016年5月24日的三方协议中，自愿同意为被告承担连带责任保证，故对原告该诉讼请求应当予以支持,0
上海崎丰纸制品厂扩建工程，建筑面积,0
截至本案诉讼之日，当事人双方对50438966元为已支付的工程款无异议，但该款项中含桩基工程款5838966元、基坑支护工程款1020000元、土方回填工程款140000元,0
综合原、被告的质证意见，本院对浙江韦宁工程审价咨询有限公司2011年4月7日出具的九龙一号室外工程鉴定报告（含2011年11月4日出具的补充报告）认证如下,0
因此，对两原告要求判决宇元置业公司如未按判决期限还款则按补充协议约定以上述门面抵偿工程款及利息的诉讼请求，本院不予支持,0
被告对法院调取的证据的质证意见为,0
25708561,0
甲方落款处加盖上海崎丰纸制品厂扩建工程项目专用章，并由杨钱国作为代表人签字，乙方落款处加盖上海宝建集团繁宝建筑工程有限公司上海崎丰纸制品厂扩建工程项目部章，并由蒋建军作为代表人签字,0
对于地形测量图的关联性有异议,0
尤其是，即使认定该承诺书无效，招标投标法的规范目的也不能因此而实现，因此，从招标投标法的规范目的和调整范围来看，该承诺书不应因违反招标投标法而无效,0
案外人李紫石、李洁、方炳胜、梁福清实际转账共100万元给被告丽贤公司，并于2017年11月10日出具付款证明书将该100万元合同履约金的权利转让给黄天友,0
庭审中，原、被告均确认愿意按照实际施工人陈述的材质为准，价格同意参照鉴定意见书,0
时空公司、南洋公司的意见与闽中公司意见相同,0
虽然涉案工程分为六项单独的工程，五台工业园管委会作为发包人分别与施工单位订立《建设工程施工合同》，但依照《协议书》中道隧公司以现金方式投资建设博州五台工业园区（湖北工业园）基础设施工程项目建设，采取投资--建设（BT）方式，道隧公司按期保质保量完成项目的施工等工作，并对项目整体的质量、安全负全责，以及由五台工业园管委会向道隧公司支付投资本金及回报的约定，道隧公司与五台工业园管委会之间应为建设工程施工合同关系，而结合五台工业园管委会向道隧公司支付涉案工程款项，道隧公司向五台工业园管委会报送工程结算资料等情况，道隧公司在涉案工程中处于总承包人的地位,0
被告给付逾期付款利息与给付垫资利息是依据两个独立的合同条款约定，二者之间并不矛盾，该约定并不违反法律的强制性规定，因此原告请求给付逾期付款利息的请求应予支持,0
根据2008年12月16日被告金辉公司（甲方）与原告（乙方）签订《协议书》约定,0
上述事实有原告提供的建设工程施工协议、合同、企业资质证书、2014年度规费计取标准、质量监督报告书、房屋建筑竣工报告书、房屋建筑工程质量检查报告书、房屋建筑工程竣工验收报告书、房屋建筑工程质量评估报告书、单位工程质量竣工验收记录，工程结算书，结算书签收单、施工进度横道图、拨款明细表、建筑工程施工许可证、门窗监测报告、施工日志、2016年工程签证单、结算书等相关证据，被告提供的建筑工程监理文件归档目录、竣工资料结算通知函、建筑工程质量保证金收据、情况说明、预付款明细、施工日志、建设工程竣工验收消防备案凭证、照片等相关证据，监理部门监理日志，证人吕其波（监理工程师）、冯欣（飞翔公司副总）出庭证言，合议庭调取的档案馆工作人员笔录，（2016）辽1481民初2074号诉讼保全相关材料和民事裁定书，以及双方当事人、诉讼代理人庭审陈述、辩论意见佐证，并经庭审质证，本院予以认定,0
重庆富丽建筑有限公司,0
三、申请人国盛公司为被申请人安澜公司2013年后所施工的××区个填海工作断面整体收尾工程的结算、工程款支付以及2013年前国盛公司为安澜公司实施的前期填海施工工程已结算的工程尾款229.5万元的支付等事宜，由国盛公司与安澜公司通过谈判、协商或诉讼等方式解决,0
富丽公司辩称,0
原告凤岗房地产开发公司虽然不是《东莞市建设工程施工合同》的签约主体，但其亦确认《东莞市建设工程施工合同》的效力，故根据合同当事人意思自治的原则，《广东省建设工程施工合同》与《东莞市建设工程施工合同》对双方均应产生约束力，并不能仅仅因未经备案否认《东莞市建设工程施工合同》的合同效力,0
因此，精王公司不能以未开具发票为由拒付工程款,0
”建设工程价款优先受偿权属于法定权利，《合同法》第二百八十六条赋予承包人此项权利，实质是为了保护建筑工人的利益,0
且报告注明“以上审核结果已经委托单位、建设单位、施工单位共同签证确认”,0
该费用依据原告提交的证据计算,0
