”、第十七条“当事人对欠付工程价款利息计付标准有约定的，按照约定处理,1
4.对原告已售房屋应支付延期违约交房情况明细表及第三方业主已领取原告支付违约金领条、协议书不予认定，该部分应另案主张,0
对顺延工期的工程联系单12份，2013年5月因增加标准层走道夹层梁板及户内圈梁施工，申请延期58天，九洲公司同意顺延48天，应按照48天计算,0
如因中城投六局的原因未按期开工或竣工，其中任何一项逾期超过30日，九洲公司有权解除施工，并按中城投六局实际完成的工程量经审计的80%支给中城投六局工程款，若因九洲公司原因造成不能按期开工或竣工的，双方商讨未果的情况下，中城投六局有权要求九洲公司承担因此给中城投六局造成的一切损失并顺延工期合同,0
工程竣工验收时间如超出总工期，按延期天数计算违约金，延误天数在30天内，延期一天一栋违约金5000元,0
延期天数超过30天，30天以外部分延期一天一栋违约金10000元,0
一、涉案工程是否应按照1660元/㎡计算，九洲公司是多支付还是欠付中城投六局工程款，九洲公司是否应支付中城投六局违约损失,1
二、中城投六局是否应向九洲公司支付延期竣工违约金,0
三、九洲公司主张的影响第三方逾期交房违约金是否应在本案中一并处理,0
双方约定，如被告不能按期竣工超过30日，原告有权解除合同，并按被告实际完成的工程量经审计的80%支给被告工程款,0
双方2014年5月互相出具承诺书后，应视为双方对工程款支付作出了重新约定，双方达成了延期付款的协议，故对九洲公司主张的2014年5月之前，九洲公司部分未按照合同支付工程款的部分要求违约金的诉求本院不予支持,1
中城投公司未举证证明自己按照所承诺的施工计划施工，从九洲房公司的付款时间上及中城投六局的施工进度上综合判断，中城投六局没有按照承诺的施工进度节点进行施工，不能判定九洲公司没有按时足额支付工程款，也不能判定九洲公司违约,1
九洲公司与中城投六局所签订的《建设工程施工合同》第三条施工组织设计和工期13.1双方约定工期顺延的其他情况约定，发生不可抗力因素造成工期延长的，承包人需办理延期手续，经发包人批准后方可顺延工期，因承包人原因造成工期延误，每推迟一天每栋楼罚金5000元，超过30天，每推迟一天每栋楼罚金10000元，其他按通用条款约定的内容执行,0
中城投六局未按照约定时间竣工，应自2014年10月1日计算相应违约金,0
根据合同约定延期30天以内的违约金为（30天×5000元×3栋）450000元，延期30天以外的违约金为（<375天-30天>×5000元×3栋）5175000元（2014年10月1日至2015年10月11日计375天），以上逾期违约金共计5625000元,0
九洲公司请求延期交房需向第三方赔付违约金5170779元，因该部分损失系九洲公司与第三方签订的《商品买卖合同》中约定的条款所产生，但该部分费用是否实际产生在本案中无法查明，对于该部分的请求，九洲公司可以另行主张,0
3、欠付的工程款金额及利息应否支持,1
"庭审中，原、被告双方对欠付工程款金额100,464,069元均无异议，本院对此予以认可",1
